gene_family,presence_count,category,annotation
COG0502,7.0,common,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism
COG0449,7.0,common,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source"
COG3758,6.0,common,HutD
COG1787,7.0,common,endonuclease distantly related to archaeal Holliday junction resolvase and Mrr-like restriction enzymes
COG1271,7.0,common,"oxidase, subunit"
COG1294,7.0,common,"oxidase, subunit II"
COG0110,2.0,rare,Hexapeptide repeat of succinyl-transferase
COG1209,3.0,common,"Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis"
COG1088,4.0,common,Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily
COG4816,2.0,rare,Carboxysome structural protein involved in ethanolamine utilization
COG3564,2.0,rare,Ethanolamine ammonia-lyase light chain (EutC)
COG4303,2.0,rare,With EutC catalyzes the formation of acetaldehyde and ammonia from ethanolamine
COG4819,2.0,rare,ethanolamine utilization protein
COG3192,2.0,rare,ethanolamine utilization protein
COG3650,6.0,common,response to hydrogen peroxide
COG0685,7.0,common,Methylenetetrahydrofolate reductase
COG1304,6.0,common,Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain
COG0203,7.0,common,Ribosomal protein L17
COG2717,2.0,rare,"Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. MsrQ provides electrons for reduction to the reductase catalytic subunit MsrP, using the quinone pool of the respiratory chain"
COG2041,2.0,rare,"Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. The catalytic subunit MsrP is non-stereospecific, being able to reduce both (R-) and (S-) diastereoisomers of methionine sulfoxide"
COG0469,6.0,common,Belongs to the pyruvate kinase family
COG1574,6.0,common,Amidohydrolase family
COG3381,6.0,common,"Involved in the biogenesis of TorA. Acts on TorA before the insertion of the molybdenum cofactor and, as a result, probably favors a conformation of the apoenzyme that is competent for acquiring the cofactor"
COG0191,7.0,common,Fructose-bisphosphate aldolase class-II
COG1007,6.0,common,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"
COG0521,6.0,common,Probable molybdopterin binding domain
COG0786,7.0,common,Catalyzes the sodium-dependent transport of glutamate
COG4666,7.0,common,"TRAP transporter, 4TM 12TM fusion protein"
COG4391,7.0,common,Zinc-finger domain
COG1214,7.0,common,glycoprotease
COG0442,7.0,common,"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS"
COG1034,7.0,common,NADH-quinone oxidoreductase
COG2962,7.0,common,EamA-like transporter family
COG2877,7.0,common,Belongs to the KdsA family
29EG9,6.0,common,-
COG2220,6.0,common,Beta-lactamase superfamily domain
COG2755,7.0,common,Stress responsive A/B Barrel Domain
2E2U0,4.0,common,-
COG2938,7.0,common,"An FAD assembly protein, which accelerates covalent attachment of the cofactor into other proteins. Plays an essential role in the assembly of succinate dehydrogenase (SDH, respiratory complex II), an enzyme complex that is a component of both the tricarboxylic acid cycle and the electron transport chain, and which couples the oxidation of succinate to fumarate with the reduction of ubiquinone (coenzyme Q) to ubiquinol. Required for flavinylation (covalent attachment of FAD) of the flavoprotein subunit SdhA of SDH and other flavinylated proteins as well"
COG0371,7.0,common,Iron-containing alcohol dehydrogenase
COG3713,6.0,common,MltA-interacting protein MipA
COG0240,5.0,common,Glycerol-3-phosphate dehydrogenase
COG0113,6.0,common,Belongs to the ALAD family
29EGD,7.0,common,-
COG2961,4.0,common,Specifically methylates the adenine in position 2030 of 23S rRNA
COG3162,6.0,common,"Protein of unknown function, DUF485"
COG1063,6.0,common,Alcohol dehydrogenase GroES-like domain
COG2824,6.0,common,Alkylphosphonate utilization operon protein PhnA
COG3049,5.0,common,"Linear amide C-N hydrolases, choloylglycine hydrolase family"
COG0558,7.0,common,CDP-alcohol phosphatidyltransferase
COG3211,5.0,common,Phosphatase
COG4607,7.0,common,Periplasmic binding protein
COG4604,5.0,common,ABC transporter
COG4605,6.0,common,Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
COG1902,4.0,common,Oxidoreductase
COG0350,5.0,common,Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated
COG0820,6.0,common,Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs
COG0105,6.0,common,"Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate"
COG3104,3.0,common,Transporter
COG3114,5.0,common,Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes
COG1282,7.0,common,The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane
COG1195,6.0,common,"it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP"
29HH0,7.0,common,-
COG0095,6.0,common,Lipoate-protein ligase
COG1609,4.0,common,transcriptional
COG0831,5.0,common,"Urease, gamma subunit"
COG0832,5.0,common,Urease beta subunit
COG0804,5.0,common,"Urease alpha-subunit, N-terminal domain"
COG2371,4.0,common,Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly
COG0830,4.0,common,UreF
COG0378,4.0,common,"CobW/HypB/UreG, nucleotide-binding domain"
COG0829,4.0,common,Required for maturation of urease via the functional incorporation of the urease nickel metallocenter
COG4413,4.0,common,urea transporter
COG0590,7.0,common,Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)
COG1485,7.0,common,Reduces the stability of FtsZ polymers in the presence of ATP
COG0247,7.0,common,FAD FMN-containing dehydrogenases
COG4558,7.0,common,Periplasmic binding protein
COG4559,2.0,rare,Part of the ABC transporter complex HmuTUV involved in hemin import. Responsible for energy coupling to the transport system
COG0046,7.0,common,Phosphoribosylformylglycinamidine synthase involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate
COG0026,7.0,common,Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR)
COG3137,6.0,common,"Protein of unknown function, DUF481"
COG0057,7.0,common,Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
COG2066,2.0,rare,Glutaminase
COG0076,2.0,rare,Pyridoxal-dependent decarboxylase conserved domain
COG0717,7.0,common,Catalyzes the formation of dUTP from dCTP in thymidylate biosynthesis
COG0654,7.0,common,hydroxylase
COG0315,6.0,common,"Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)"
COG3314,7.0,common,protein conserved in bacteria
COG3040,7.0,common,Lipocalin-like domain
COG0044,6.0,common,Catalyzes the reversible hydrolysis of the amide bond within dihydroorotate. This metabolic intermediate is required for the biosynthesis of pyrimidine nucleotides
COG2181,3.0,common,nitrate reductase
COG2230,7.0,common,Catalyzes the transfer of a methylene group from S-adenosyl-L-methionine to the cis double bond of an unsaturated fatty acid chain resulting in the replacement of the double bond with a methylene bridge
COG3113,6.0,common,STAS domain
COG3619,6.0,common,Protein of unknown function (DUF1275)
COG2161,4.0,common,Antitoxin component of a toxin-antitoxin (TA) module
COG2323,5.0,common,Protein of unknown function (DUF421)
COG4820,2.0,rare,Ethanolamine utilization protein EutJ
COG4810,2.0,rare,ethanolamine utilization protein
COG4917,2.0,rare,Ethanolamine utilisation - propanediol utilisation
COG4577,2.0,rare,propanediol utilization protein
COG4656,2.0,rare,NADH dehydrogenase
COG0789,5.0,common,"helix_turn_helix, mercury resistance"
COG2813,7.0,common,Methyltransferase
COG1866,7.0,common,Phosphoenolpyruvate carboxykinase
COG0797,7.0,common,Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides
COG2951,7.0,common,murein transglycosylase
COG0732,6.0,common,Type I restriction modification DNA specificity domain
COG2184,2.0,rare,Fic/DOC family
COG2128,7.0,common,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity
COG1179,7.0,common,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 1
28INI,6.0,common,Phosphoribosyl-dephospho-CoA transferase MdcG
COG2140,6.0,common,Oxalate decarboxylase
COG0066,7.0,common,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"
COG0065,7.0,common,"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"
COG0520,7.0,common,"Catalyzes the removal of elemental sulfur and selenium atoms from L-cysteine, L-cystine, L-selenocysteine, and L- selenocystine to produce L-alanine"
COG0396,7.0,common,Part of SUF system involved in inserting iron-sulfur clusters into proteins
COG1105,4.0,common,Belongs to the carbohydrate kinase PfkB family
COG5013,3.0,common,Belongs to the prokaryotic molybdopterin-containing oxidoreductase family
COG1140,2.0,rare,one of 3 nitrate reductases in E. coli and in E. coli is expressed when nitrate levels are high
COG2180,2.0,rare,nitrate reductase
COG0040,6.0,common,Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity
COG0414,6.0,common,Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate
COG0413,6.0,common,"Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate"
COG2519,6.0,common,Putative rRNA methylase
COG0433,5.0,common,ATP-binding protein
COG0738,3.0,common,Protein TsgA homolog
COG1957,6.0,common,Belongs to the IUNH family
COG2431,5.0,common,Lysine exporter LysO
2EGD6,6.0,common,Protein of unknown function (DUF2892)
COG0584,7.0,common,Glycerophosphoryl diester phosphodiesterase family
COG1518,5.0,common,CRISPR associated protein Cas1
COG1203,5.0,common,"CRISPR-associated helicase, Cas3"
2DBF1,4.0,common,CRISPR-associated protein (Cas_Csy1)
2DBIX,4.0,common,CRISPR-associated protein (Cas_Csy2)
2DB80,4.0,common,CRISPR-associated protein (Cas_Csy3)
2AUAD,2.0,rare,CRISPR-associated protein (Cas_Csy4)
COG3451,2.0,rare,"CagE, TrbE, VirB family, component of type IV transporter system"
2C7V7,2.0,rare,-
COG0401,7.0,common,Proteolipid membrane potential modulator
COG1043,7.0,common,"Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"
COG1825,7.0,common,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance
COG2518,7.0,common,protein-L-isoaspartate O-methyltransferase
COG0112,6.0,common,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism"
COG1434,4.0,common,DUF218 domain
COG1506,6.0,common,Secretory lipase
COG2818,7.0,common,Methyladenine glycosylase
COG1622,6.0,common,ubiquinol oxidase subunit
COG0843,5.0,common,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
COG1845,4.0,common,cytochrome o ubiquinol oxidase subunit III
COG3125,4.0,common,Prokaryotic Cytochrome C oxidase subunit IV
COG0109,4.0,common,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group
COG3421,2.0,rare,DEAD-like helicases superfamily
COG5614,5.0,common,head-tail adaptor
COG1120,7.0,common,ABC transporter
COG1408,5.0,common,Calcineurin-like phosphoesterase
COG0547,6.0,common,Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA)
COG0134,6.0,common,Belongs to the TrpC family
COG0549,7.0,common,Belongs to the carbamate kinase family
COG0074,5.0,common,Protein of unknown function (DUF1116)
COG2055,5.0,common,Malate/L-lactate dehydrogenase
COG1112,3.0,common,AAA domain
COG2900,6.0,common,SlyX
COG1143,6.0,common,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"
COG1005,6.0,common,"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone"
COG1974,6.0,common,Peptidase S24-like
2F2S5,7.0,common,-
COG0171,7.0,common,NAD synthase
COG1488,7.0,common,"Quinolinate phosphoribosyl transferase, C-terminal domain"
COG3012,6.0,common,Belongs to the UPF0225 family
2BM8W,7.0,common,Cell division protein FtsL
COG0275,7.0,common,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
COG3188,5.0,common,"Psort location OuterMembrane, score 10.00"
COG3121,5.0,common,Pili assembly chaperone
COG3034,5.0,common,ErfK YbiS YcfS YnhG family protein
COG0752,6.0,common,glycyl-tRNA synthetase alpha subunit
COG2068,7.0,common,Molybdopterin-guanine dinucleotide biosynthesis protein MobA
COG1975,7.0,common,XdhC Rossmann domain
COG0334,4.0,common,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
2BZG4,7.0,common,"Psort location CytoplasmicMembrane, score"
COG4336,7.0,common,Belongs to the D-glutamate cyclase family
2ATVH,7.0,common,Predicted membrane protein (DUF2069)
COG0498,7.0,common,Threonine synthase
COG3654,2.0,rare,Fic/DOC family
2BGIY,2.0,rare,-
COG1162,7.0,common,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit"
COG3641,7.0,common,"Phosphotransferase system, EIIC"
COG2077,7.0,common,"Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides"
COG0620,6.0,common,Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation
COG0765,6.0,common,Binding-protein-dependent transport system inner membrane component
COG0663,6.0,common,carbonic
COG0077,5.0,common,Prephenate dehydratase
2EFW8,3.0,common,-
COG1539,6.0,common,"Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin"
COG3203,7.0,common,Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane
COG1610,7.0,common,Glutamyl-tRNA amidotransferase
COG1512,4.0,common,Beta-propeller domains of methanol dehydrogenase type
COG0160,5.0,common,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
COG3146,3.0,common,Peptidogalycan biosysnthesis/recognition
COG1947,5.0,common,Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol
COG3017,5.0,common,protein transport
COG0462,7.0,common,Involved in the biosynthesis of the central metabolite phospho-alpha-D-ribosyl-1-pyrophosphate (PRPP) via the transfer of pyrophosphoryl group from ATP to 1-hydroxyl of ribose-5-phosphate (Rib-5-P)
COG2924,7.0,common,"Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes"
COG0594,7.0,common,ribonuclease P activity
COG1129,5.0,common,ABC transporter
COG1869,5.0,common,RbsD / FucU transport protein family
COG1814,6.0,common,membrane
COG0295,4.0,common,This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis
COG4175,6.0,common,Glycine betaine
COG4176,6.0,common,Binding-protein-dependent transport system inner membrane component
COG2113,6.0,common,Substrate binding domain of ABC-type glycine betaine transport system
COG2856,2.0,rare,Pfam:DUF955
COG1451,4.0,common,Protein of unknown function DUF45
COG3005,6.0,common,"NapC/NirT cytochrome c family, N-terminal region"
COG0226,4.0,common,Part of the ABC transporter complex PstSACB involved in phosphate import
COG0573,5.0,common,probably responsible for the translocation of the substrate across the membrane
COG0581,5.0,common,phosphate transport system permease
2C1VC,7.0,common,-
COG1696,7.0,common,"MBOAT, membrane-bound O-acyltransferase family"
COG2845,6.0,common,Protein of unknown function (DUF459)
COG1183,7.0,common,Belongs to the CDP-alcohol phosphatidyltransferase class-I family
COG2095,7.0,common,MarC family integral membrane protein
COG3586,4.0,common,Cleaves both 3' and 5' ssDNA extremities of branched DNA structures
2EPIR,4.0,common,-
29530,3.0,common,-
2ESH1,3.0,common,-
COG0464,5.0,common,ATPase family associated with various cellular activities (AAA)
COG0648,5.0,common,AP endonuclease family 2
COG1252,2.0,rare,"NADH dehydrogenase, FAD-containing subunit"
COG0031,6.0,common,Belongs to the cysteine synthase cystathionine beta- synthase family
2DC0W,2.0,rare,-
arCOG09719,4.0,common,Protein of unknown function (DUF3100)
COG0482,7.0,common,"Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34"
COG2704,4.0,common,Responsible for the transport of C4-dicarboxylates from the periplasm across the inner membrane
COG5007,7.0,common,Belongs to the BolA IbaG family
2EI1I,2.0,rare,-
COG2026,3.0,common,cytotoxic translational repressor of toxin-antitoxin
COG2072,7.0,common,Flavin-binding monooxygenase-like
COG2345,4.0,common,L-2-amino-thiazoline-4-carboxylic acid hydrolase
COG0293,7.0,common,Specifically methylates the uridine in position 2552 of 23S rRNA at the 2'-O position of the ribose in the fully assembled 50S ribosomal subunit
2EIHP,4.0,common,Protein of unknown function (DUF2877)
2BKYK,7.0,common,Branched-chain amino acid transport protein (AzlD)
COG1296,7.0,common,AzlC protein
COG0321,7.0,common,Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate
COG2501,3.0,common,S4 domain
COG0460,7.0,common,Homoserine dehydrogenase
COG0556,7.0,common,"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage"
COG0345,7.0,common,Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline
COG0178,7.0,common,"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate"
COG0361,7.0,common,"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex"
COG0689,7.0,common,Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates
COG0548,7.0,common,Acetylglutamate kinase
COG4992,7.0,common,also functions as the catabolic acetylornithine aminotransferase catalyzing the formation of 2-N-acetylglutamate semialdehyde and glutamate from 2-N-acetylornithine and alpha-ketoglutarate
COG4799,6.0,common,Carboxyl transferase domain
COG1767,4.0,common,ATP:dephospho-CoA triphosphoribosyl transferase
COG4670,5.0,common,Malonate decarboxylase
COG0166,7.0,common,Belongs to the GPI family
COG1087,7.0,common,Belongs to the NAD(P)-dependent epimerase dehydratase family
COG3563,3.0,common,Capsule polysaccharide biosynthesis protein
COG0227,5.0,common,Belongs to the bacterial ribosomal protein bL28 family
COG2805,7.0,common,twitching motility protein
COG0036,6.0,common,Belongs to the ribulose-phosphate 3-epimerase family
COG0001,6.0,common,Glutamate-1-semialdehyde aminotransferase
28Z8J,3.0,common,-
2A49S,2.0,rare,-
COG5006,7.0,common,EamA-like transporter family
COG3101,7.0,common,Elongation factor P hydroxylase
COG0622,6.0,common,"retrograde transport, endosome to Golgi"
COG0234,7.0,common,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter
COG4828,7.0,common,Protein of unknown function (DUF1622)
COG4642,5.0,common,"Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases."
2DBI0,3.0,common,PFAM TnsA endonuclease
COG1002,2.0,rare,"Type II restriction enzyme, methylase subunits"
COG1201,3.0,common,Domain of unknown function (DUF1998)
COG2761,5.0,common,DSBA oxidoreductase
2BIR9,4.0,common,-
COG3152,6.0,common,Membrane
COG0591,6.0,common,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
COG0114,7.0,common,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate
2BJ77,7.0,common,Domain of unknown function (DUF4390)
COG0176,7.0,common,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway
COG1977,7.0,common,ThiS family
COG0314,7.0,common,MoaE protein
COG0239,6.0,common,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity"
2CFUA,7.0,common,-
COG1660,6.0,common,Displays ATPase and GTPase activities
COG1330,7.0,common,"A helicase nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit recognizes the wild- type Chi sequence, and when added to isolated RecB increases its ATP-dependent helicase processivity"
COG0419,7.0,common,"Putative exonuclease SbcCD, C subunit"
COG3170,5.0,common,"Psort location CytoplasmicMembrane, score"
COG1714,7.0,common,RDD family
COG3963,5.0,common,methyltransferase
COG0078,6.0,common,"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"
29GZI,5.0,common,-
COG0566,7.0,common,Specifically methylates the ribose of guanosine 2251 in 23S rRNA
COG0560,3.0,common,haloacid dehalogenase-like hydrolase
COG2996,7.0,common,S1 domain
COG0542,7.0,common,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE"
COG4097,4.0,common,Ferric reductase like transmembrane component
COG2834,6.0,common,Participates in the translocation of lipoproteins from the inner membrane to the outer membrane. Only forms a complex with a lipoprotein if the residue after the N-terminal Cys is not an aspartate (The Asp acts as a targeting signal to indicate that the lipoprotein should stay in the inner membrane)
COG2256,6.0,common,Recombination factor protein RarA
COG2259,5.0,common,DoxX
COG1238,5.0,common,Membrane
COG1432,3.0,common,NYN domain
COG0552,7.0,common,"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components"
COG0213,4.0,common,Pyrimidine nucleoside phosphorylase C-terminal domain
COG1381,7.0,common,Involved in DNA repair and RecF pathway recombination
COG0164,7.0,common,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
COG0763,7.0,common,"Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell"
2A4SY,4.0,common,FeoC like transcriptional regulator
2E4I3,7.0,common,Protein of unknown function (DUF3079)
COG0014,7.0,common,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate
COG0278,7.0,common,Belongs to the glutaredoxin family. Monothiol subfamily
COG0035,7.0,common,Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate
COG2258,7.0,common,3-alpha domain
COG0222,7.0,common,Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation
COG0085,7.0,common,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
2BZXI,6.0,common,-
COG0211,5.0,common,Belongs to the bacterial ribosomal protein bL27 family
COG0536,6.0,common,"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control"
COG3410,4.0,common,Uncharacterized conserved protein (DUF2075)
COG3863,5.0,common,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"
28H5S,3.0,common,Domain of unknown function (DUF1852)
